DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-01-11,6,-1,11,0,5,2,0,89,10,1037,38.625,6,1,-4,116,113,113,0,2,8.7,météo très défavorable,17:12:00,08:46:00,0
2022-01-12,6,3,10,4,6,6,0,89,10,1041,79.125,6,5,3,122,119,116,0,2,3.3,météo très défavorable,17:14:00,08:45:00,4
2022-01-13,9,0,11,0,8,5,0,89,9,1041,1.875,9,3,-4,113,113,113,0,1,8.7,météo très défavorable,17:15:00,08:44:00,0
2022-01-14,11,2,7,2,8,6,0,87,10,1039,0.375,11,6,0,113,113,113,0,3,8.7,météo très défavorable,17:17:00,08:44:00,2
2022-01-15,8,1,9,2,6,4,0,85,10,1032,4.875,8,3,-1,113,113,113,0,2,8.7,météo très défavorable,17:18:00,08:43:00,2
2022-01-16,8,1,18,5,8,7,0,87,10,1031,78.625,8,6,2,122,119,122,0,3,3.3,météo très défavorable,17:19:00,08:42:00,2
2022-01-17,11,3,13,6,10,6,0,95,7,1039,20.375,11,6,2,143,113,113,0,2,8.7,météo très défavorable,17:21:00,08:41:00,5
2022-01-18,11,1,14,2,7,7,0,93,10,1039,8.5,11,7,-1,113,116,113,0,3,8.7,météo très défavorable,17:23:00,08:40:00,2
2022-01-19,7,0,13,0,5,4,0,90,10,1034,36.5,7,5,-1,113,113,122,0,2,6.9,météo très défavorable,17:24:00,08:40:00,1
2022-01-20,5,1,21,4,5,2,0.3,86,10,1036,62.375,5,2,-2,122,116,368,0.1,1,6.9,météo très défavorable,17:26:00,08:39:00,2
2022-01-21,6,1,19,1,5,3,0.1,93,9.625,1037,49,6,1,-4,116,113,113,0.1,1,8.7,météo très défavorable,17:27:00,08:38:00,2
2022-01-22,11,0,18,1,7,4,0,94,9,1038,15.625,11,7,-2,113,113,113,0,2,8.7,météo très défavorable,17:29:00,08:36:00,1
2022-01-23,7,1,11,4,6,5,0,81,9,1036,64.25,7,2,1,119,119,116,0,1,3.4,météo très défavorable,17:30:00,08:35:00,3
2022-01-24,8,0,12,0,8,3,0,92,10,1036,1.5,8,4,-2,113,113,113,0,2,8.7,météo très défavorable,17:32:00,08:34:00,1
2022-01-25,8,0,10,1,6,3,0,92,10,1038,1.25,8,2,-3,113,113,113,0,2,8.7,météo très défavorable,17:34:00,08:33:00,1
2022-01-26,11,0,10,0,6,3,0,91,10,1035,4.625,11,6,-3,113,113,113,0,2,8.7,météo très défavorable,17:35:00,08:32:00,0
2022-01-27,9,1,23,1,9,8,0,97,10,1032,54.75,9,8,-3,119,116,122,0,3,5.2,météo très défavorable,17:37:00,08:31:00,1
2022-01-28,10,2,11,3,7,5,0,95,6,1037,48,10,4,0,143,116,119,0,2,8.7,météo très défavorable,17:39:00,08:29:00,5
2022-01-29,12,4,26,6,11,10,0,96,10,1035,75.375,12,9,2,116,122,122,0,2,5.2,météo défavorable,17:40:00,08:28:00,5
2022-01-30,7,2,9,2,6,4,0,92,10,1035,25.625,7,3,-1,113,113,116,0,2,8.7,météo très défavorable,17:42:00,08:27:00,3
2022-01-31,8,2,40,5,7,5,0.4,74,8.875,1026,46.875,8,3,-1,176,116,113,0,2,8.7,météo très défavorable,17:44:00,08:25:00,5
2022-02-01,11,1,30,4,9,11,0,95,10,1028,63.625,11,9,1,122,122,116,0,3,3.5,météo très défavorable,17:45:00,08:24:00,2
2022-02-02,12,7,24,9,10,9,0,93,9,1025,77.625,12,8,5,119,122,119,0,2,3.5,météo défavorable,17:47:00,08:22:00,9
2022-02-03,9,7,19,7,9,9,0,83,10,1024,89,9,5,4,122,122,119,0,2,3.5,météo défavorable,17:49:00,08:21:00,7
2022-02-04,9,3,29,8,9,8,0.1,83,10,1024,73.75,9,6,3,122,176,113,0,2,3.5,météo défavorable,17:51:00,08:19:00,8
2022-02-05,10,2,22,2,8,6,0,94,10,1027,53.25,10,3,-2,116,113,122,0,3,8.7,météo très défavorable,17:52:00,08:18:00,3
2022-02-06,11,6,49,8,10,10,1.8,86,8,1021,96.875,11,8,4,122,266,353,0,2,3.5,météo défavorable,17:54:00,08:16:00,8
2022-02-07,10,1,18,2,8,6,0,86,10,1032,5.375,10,2,-2,113,113,113,0,3,8.7,météo très défavorable,17:56:00,08:15:00,3
2022-02-08,11,3,18,6,9,10,0,94,10,1033,78.75,11,8,2,119,122,119,0,3,3.5,météo défavorable,17:57:00,08:13:00,3
2022-02-09,12,6,13,6,10,9,0,90,10,1030,46.125,12,6,3,113,113,119,0,3,7,météo défavorable,17:59:00,08:12:00,7
2022-02-10,9,4,17,5,9,4,0.6,88,10,1026,77.25,9,7,3,119,116,353,0,3,6.6,météo très défavorable,18:01:00,08:10:00,6
2022-02-11,7,1,16,1,6,4,0,88,10,1036,15.75,7,0,-3,113,116,113,0,2,9.9,météo très défavorable,18:02:00,08:08:00,2
2022-02-12,7,-1,20,-1,6,4,0,83,10,1036,44.375,7,0,-4,116,113,113,0,1,10,météo très défavorable,18:04:00,08:07:00,0
2022-02-13,9,0,39,0,6,9,1.2,74,8.875,1020,66.125,9,7,-5,116,122,266,0,3,6.7,météo très défavorable,18:06:00,08:05:00,0
2022-02-14,10,5,30,8,10,7,1,87,8,1013,72.5,10,7,4,266,119,113,0,2,8.3,météo défavorable,18:07:00,08:03:00,9
2022-02-15,9,2,27,2,9,9,0.1,92,10,1018,70.125,9,7,-1,116,116,122,0,3,8.3,météo très défavorable,18:09:00,08:01:00,4
2022-02-16,13,9,31,10,12,13,1,95,8,1008,100,13,11,7,266,122,122,0,3,5.1,météo défavorable,18:11:00,08:00:00,9
2022-02-17,13,7,44,8,10,9,0,73,10,1021,50.125,13,10,2,113,113,116,0,2,10,météo correcte,18:13:00,07:58:00,10
2022-02-18,14,6,44,10,14,9,0.7,96,9.75,1016,83.375,14,9,6,122,122,176,0,3,5.3,météo défavorable,18:14:00,07:56:00,8
2022-02-19,8,3,29,4,7,5,1.6,81,8.875,1019,57.375,8,5,-2,113,116,266,0,3,8.5,météo très défavorable,18:16:00,07:54:00,4
2022-02-20,11,8,34,8,10,11,0.6,89,9,1016,98.375,11,8,4,122,122,122,0,2,5.3,météo défavorable,18:18:00,07:52:00,8
2022-02-21,8,4,47,4,8,8,0.5,72,10,1019,64.5,8,4,-2,113,176,122,0,2,5.3,météo très défavorable,18:19:00,07:50:00,4
2022-02-22,11,5,27,5,10,11,0.1,93,10,1023,88,11,8,2,116,122,176,0,2,5.4,météo très défavorable,18:21:00,07:48:00,6
2022-02-23,11,4,15,4,10,8,0.1,95,8,1030,48.625,11,5,1,143,116,122,0,2,8.5,météo très défavorable,18:23:00,07:46:00,4
2022-02-24,9,2,36,6,9,6,0.3,78,9.875,1022,65.875,9,5,2,116,122,176,0,2,6.9,météo défavorable,18:24:00,07:45:00,6
2022-02-25,8,2,30,2,8,7,0.2,87,10,1034,43.5,8,2,-3,176,176,113,0,3,8.5,météo très défavorable,18:26:00,07:43:00,2
2022-02-26,12,0,19,0,10,9,0,86,10,1035,0.25,12,1,-2,113,113,113,0,3,10.9,météo très défavorable,18:28:00,07:41:00,1
2022-02-27,12,-1,25,-1,9,9,0,80,10,1029,1.375,12,2,-6,113,113,113,0,3,10.9,météo très défavorable,18:29:00,07:39:00,0
2022-02-28,12,-1,17,-1,9,8,0,77,10,1028,23,12,2,-5,113,113,119,0,3,10.1,météo très défavorable,18:31:00,07:37:00,0
2022-03-01,10,2,14,2,8,8,0,76,10,1027,57.875,10,3,-1,116,122,119,0,3,7,météo très défavorable,19:33:00,08:34:00,2
2022-03-02,8,5,14,5,6,8,0.6,92,6.75,1024,97.125,8,7,3,119,266,266,0,2,5.5,météo très défavorable,19:35:00,08:32:00,6
2022-03-03,14,4,13,4,11,12,0,88,10,1019,38.375,14,7,2,122,113,113,0,3,11.1,météo correcte,19:36:00,08:30:00,5
2022-03-04,13,3,16,3,11,8,0,66,10,1018,13.375,13,6,0,113,113,113,0,2,11.1,météo correcte,19:38:00,08:28:00,6
2022-03-05,13,1,12,1,8,10,0,69,10,1022,0,13,2,1,113,113,113,0,3,11.1,météo très défavorable,19:40:00,08:26:00,3
2022-03-06,8,0,23,0,7,7,0,78,10,1025,31,8,3,-4,113,116,116,0,1,10.1,météo très défavorable,19:41:00,08:24:00,2
2022-03-07,11,0,20,1,9,9,0,75,10,1025,6.5,11,1,-3,113,113,113,0,3,11.2,météo très défavorable,19:43:00,08:22:00,0
2022-03-08,13,-1,22,-1,10,9,0,70,10,1021,0.5,13,1,-6,113,113,113,0,3,11.3,météo très défavorable,19:45:00,08:19:00,-1
2022-03-09,15,3,23,3,12,15,0,94,10,1023,21.25,15,8,1,113,116,113,0,4,11.3,météo correcte,19:46:00,08:17:00,3
2022-03-10,16,4,19,4,13,13,0,85,10,1023,9.25,16,7,0,113,113,116,0,4,11.3,météo correcte,19:48:00,08:15:00,4
2022-03-11,11,8,27,8,10,11,0.2,85,10,1015,77.625,11,9,5,113,176,176,0,3,5.7,météo défavorable,19:49:00,08:13:00,9
2022-03-12,12,7,19,7,11,11,0,89,10,1016,83.5,12,7,5,122,122,122,0,3,5.7,météo défavorable,19:51:00,08:11:00,7
2022-03-13,8,5,25,7,7,8,0.6,89,9,1018,78.5,8,6,4,122,266,176,0,3,5.7,météo très défavorable,19:53:00,08:09:00,7
2022-03-14,13,3,10,3,10,11,0,92,10,1027,29.375,13,5,0,113,122,116,0,3,10.1,météo correcte,19:54:00,08:07:00,3
2022-03-15,9,7,17,7,8,9,2.4,97,5,1026,100,9,8,4,266,266,266,0,2,5.8,météo défavorable,19:56:00,08:05:00,8
2022-03-16,20,7,17,7,17,15,0,95,10,1021,20.5,20,11,5,113,113,113,0,3,11.5,météo favorable,19:57:00,08:03:00,8
2022-03-17,13,5,26,9,10,10,0,85,10,1036,64.75,13,9,5,122,122,116,0,2,8.7,météo correcte,19:59:00,08:00:00,10
2022-03-18,15,2,31,2,13,13,0,74,10,1040,0.125,15,2,-2,113,113,113,0,3,11.6,météo correcte,20:00:00,07:58:00,3
2022-03-19,18,4,30,4,15,15,0,75,10,1040,0.5,18,7,0,113,113,113,0,4,11.6,météo favorable,20:02:00,07:56:00,5
2022-03-20,14,2,22,2,9,13,0,85,10,1028,56.25,14,7,-2,113,122,119,0,2,7.6,météo correcte,20:04:00,07:54:00,3
2022-03-21,17,5,15,7,13,13,0.1,88,10,1029,65.875,17,8,5,122,113,122,0,4,7.6,météo défavorable,20:05:00,07:52:00,6
2022-03-22,19,6,17,6,17,17,0,83,10,1029,2.75,19,8,4,113,113,113,0,4,11.6,météo favorable,20:07:00,07:50:00,7
2022-03-23,19,6,7,6,16,16,0,81,10,1031,2.375,19,7,5,113,113,113,0,4,11.6,météo favorable,20:08:00,07:48:00,7
2022-03-24,17,6,14,6,16,16,0,74,10,1031,8.375,17,7,5,113,113,113,0,4,11.6,météo correcte,20:10:00,07:45:00,7
2022-03-25,20,6,18,6,18,17,0,78,10,1030,0.25,20,9,4,113,113,113,0,4,11.6,météo favorable,20:11:00,07:43:00,7
2022-03-26,18,6,25,6,18,17,0,81,10,1031,3.5,18,9,3,113,113,113,0,4,11.6,météo favorable,20:13:00,07:41:00,7
2022-03-27,18,6,18,6,18,16,0,91,10,1031,8.875,18,10,3,113,113,116,0,4,11.6,météo favorable,20:14:00,07:39:00,7
2022-03-28,19,7,6,7,17,18,0,85,10,1028,13.75,19,8,7,113,113,113,0,4,11.6,météo favorable,20:16:00,07:37:00,8
2022-03-29,17,10,12,10,17,14,1,74,9.875,1017,97,17,10,10,200,122,353,0,3,6.4,météo défavorable,20:18:00,07:35:00,11
2022-03-30,11,4,22,5,9,10,7.2,93,7.75,1007,70.75,11,6,1,296,263,116,0,2,7.7,météo très défavorable,20:19:00,07:33:00,6
2022-03-31,5,1,18,4,3,1,5.8,98,6.625,1003,88.5,5,3,-2,122,266,338,2.4,1,6.5,météo très défavorable,20:21:00,07:30:00,4
2022-04-01,2,0,36,0,1,2,4.1,99,2.5,1013,98,2,1,-7,230,230,230,0,1,6.5,météo très défavorable,20:22:00,07:28:00,0
2022-04-02,4,0,29,0,2,3,0.1,93,7.75,1021,96.5,4,0,-6,122,227,368,0,1,6.5,météo très défavorable,20:24:00,07:26:00,0
2022-04-03,9,-3,19,-3,7,8,0,79,10,1026,30.5,9,0,-7,113,116,116,0,2,10.3,météo très défavorable,20:25:00,07:24:00,-2
2022-04-04,8,0,32,1,8,7,0,87,10,1024,76.75,8,6,-4,119,122,122,0,3,6.5,météo très défavorable,20:27:00,07:22:00,0
2022-04-05,14,8,26,9,13,11,0.1,91,10,1012,97.5,14,10,6,122,122,119,0,3,6.5,météo défavorable,20:29:00,07:20:00,9
2022-04-06,12,8,31,8,11,12,0.4,79,9.875,1009,83,12,9,4,122,122,176,0,3,7.8,météo défavorable,20:30:00,07:17:00,8
2022-04-07,10,6,45,10,9,10,0.9,86,8.375,1003,75.25,10,6,2,122,263,113,0,2,9.1,météo défavorable,20:32:00,07:15:00,9
2022-04-08,7,4,11,6,6,7,0.6,85,9,1005,85.5,7,4,3,122,266,176,0,2,6.6,météo très défavorable,20:33:00,07:13:00,7
2022-04-09,10,2,23,2,9,10,0.2,93,9.875,1020,53.125,10,3,-1,176,116,113,0,3,11.6,météo très défavorable,20:35:00,07:11:00,3
2022-04-10,10,1,8,1,10,10,0,90,10,1021,43.75,10,4,-2,113,122,116,0,3,9.1,météo très défavorable,20:36:00,07:09:00,1
2022-04-11,14,3,27,3,12,13,0,83,10,1019,27.125,14,8,-1,113,116,113,0,3,11.6,météo correcte,20:38:00,07:07:00,3
2022-04-12,19,7,21,7,17,17,0,93,10,1011,31.125,19,12,5,116,113,116,0,4,11.6,météo favorable,20:39:00,07:05:00,8
2022-04-13,14,9,6,9,12,13,0,90,8,1021,75.25,14,9,9,119,122,122,0,3,7.9,météo défavorable,20:41:00,07:03:00,9
2022-04-14,20,7,13,7,18,17,0,89,10,1027,23.375,20,13,6,113,113,116,0,4,11.6,météo favorable,20:43:00,07:00:00,8
2022-04-15,19,9,10,9,18,18,0,91,10,1027,17.5,19,12,9,113,113,113,0,5,11.6,météo favorable,20:44:00,06:58:00,10
2022-04-16,20,8,17,8,19,19,0,89,10,1028,15,20,11,6,113,113,113,0,5,11.6,météo favorable,20:46:00,06:56:00,9
2022-04-17,18,4,16,4,15,17,0,74,10,1028,25,18,9,2,113,113,113,0,4,11.6,météo favorable,20:47:00,06:54:00,6
2022-04-18,17,5,11,5,14,13,0,77,10,1019,60.25,17,10,3,122,122,119,0,4,9.3,météo correcte,20:49:00,06:52:00,6
2022-04-19,17,6,9,6,16,17,0,86,10,1017,52.75,17,10,5,113,116,119,0,3,10.5,météo correcte,20:51:00,06:50:00,7
2022-04-20,16,7,22,7,16,15,0,88,10,1013,42.875,16,8,4,113,113,116,0,3,10.5,météo correcte,20:52:00,06:48:00,8
2022-04-21,16,4,21,4,15,14,0,76,10,1010,19.375,16,7,0,113,113,119,0,4,10.5,météo correcte,20:54:00,06:46:00,5
2022-04-22,14,6,23,6,13,14,0,96,10,1006,62.125,14,8,2,119,122,116,0,4,8.2,météo correcte,20:55:00,06:44:00,7
2022-04-23,16,11,29,11,15,13,0.2,73,10,1002,73.375,16,11,8,116,119,353,0,4,8.2,météo défavorable,20:57:00,06:42:00,11
2022-04-24,15,7,25,8,15,13,0.8,82,10,1008,61.25,15,10,5,116,119,353,0,3,9.3,météo correcte,20:58:00,06:40:00,10
2022-04-25,14,5,17,5,13,11,0.3,93,9.875,1016,72.75,14,7,3,116,176,119,0,4,9.1,météo très défavorable,21:00:00,06:39:00,6
2022-04-26,16,4,19,4,14,15,0,95,10,1023,38.25,16,7,1,116,116,113,0,3,13.4,météo correcte,21:01:00,06:37:00,6
2022-04-27,18,2,19,2,14,18,0,97,8,1026,21.875,18,10,-1,143,113,113,0,4,14.5,météo favorable,21:03:00,06:35:00,3
2022-04-28,20,4,22,4,19,20,0,92,10,1029,4.625,20,12,1,113,113,113,0,4,14.5,météo favorable,21:05:00,06:33:00,5
2022-04-29,17,7,15,7,15,16,0,88,10,1030,61.375,17,9,5,116,122,116,0,4,12.4,météo correcte,21:06:00,06:31:00,7
2022-04-30,16,4,20,4,16,15,0,96,9,1028,11.875,16,8,1,143,113,113,0,4,14.5,météo correcte,21:08:00,06:29:00,4
2022-05-01,16,4,10,5,14,15,0,87,10,1026,47,16,7,3,116,119,116,0,4,11.4,météo correcte,21:09:00,06:27:00,4
2022-05-02,16,8,15,8,16,14,0,74,10,1021,60.875,16,8,7,116,122,119,0,3,12.4,météo correcte,21:11:00,06:26:00,8
2022-05-03,16,5,17,5,16,15,0,91,10,1020,44.25,16,9,3,113,116,119,0,4,11.4,météo correcte,21:12:00,06:24:00,5
2022-05-04,16,4,14,4,15,16,0,91,10,1021,37.875,16,10,2,113,122,116,0,4,12.4,météo correcte,21:14:00,06:22:00,4
2022-05-05,19,7,14,9,18,17,0,95,6.75,1027,50.375,19,11,7,143,113,116,0,4,13.5,météo favorable,21:15:00,06:21:00,7
2022-05-06,20,8,16,8,19,18,0,92,10,1026,35.125,20,13,8,116,116,113,0,5,13.5,météo favorable,21:17:00,06:19:00,8
2022-05-07,18,8,12,10,16,18,0.1,94,9,1027,62.375,18,12,9,143,176,119,0,4,12.5,météo correcte,21:18:00,06:17:00,8
2022-05-08,19,9,22,9,17,19,0,93,7.5,1028,49,19,11,7,119,116,113,0,4,14.5,météo favorable,21:20:00,06:16:00,9
2022-05-09,22,7,9,7,20,21,0,87,10,1028,23.75,25,15,6,113,113,116,0,5,13.5,météo favorable,21:21:00,06:14:00,7
2022-05-10,22,12,24,12,21,20,0,89,9,1022,37.375,25,14,11,116,113,113,0,5,14.5,météo favorable,21:23:00,06:13:00,13
2022-05-11,21,10,28,10,21,19,0,96,8,1017,34.25,21,15,8,143,113,116,0,5,13.5,météo favorable,21:24:00,06:11:00,10
2022-05-12,18,8,15,8,17,15,0.1,96,7.75,1021,69.375,18,10,6,143,122,122,0,3,11.5,météo défavorable,21:26:00,06:10:00,8
2022-05-13,21,6,20,6,20,20,0,94,9,1023,1.625,24,14,4,113,113,113,0,5,14.5,météo favorable,21:27:00,06:08:00,6
2022-05-14,22,6,6,7,19,22,0,87,10,1023,6.25,25,12,6,113,113,113,0,5,14.5,météo favorable,21:29:00,06:07:00,6
2022-05-15,22,11,20,11,18,22,0,71,10,1020,57.625,25,16,11,116,116,119,0,5,11.5,météo correcte,21:30:00,06:05:00,11
2022-05-16,22,14,23,14,21,20,4.1,98,10,1021,52,25,16,13,353,116,176,0,4,13.5,météo favorable,21:31:00,06:04:00,15
2022-05-17,26,13,7,13,23,26,0,91,10,1022,23,27,16,13,116,113,113,0,5,14.5,météo favorable,21:33:00,06:03:00,13
2022-05-18,26,13,11,13,23,26,0.3,95,8.875,1022,32.5,28,20,13,143,116,113,0,6,14.5,météo favorable,21:34:00,06:01:00,15
2022-05-19,21,12,21,17,20,20,2.6,96,9.625,1023,60.625,24,18,17,353,200,113,0,4,13.5,météo correcte,21:36:00,06:00:00,17
2022-05-20,20,11,16,14,18,20,1,94,10,1022,58,20,17,14,116,353,176,0,5,14.6,météo correcte,21:37:00,05:59:00,13
2022-05-21,21,9,17,9,18,21,0,97,9,1024,31.125,24,14,7,143,116,113,0,5,15.6,météo favorable,21:38:00,05:58:00,9
2022-05-22,22,8,13,9,20,20,0,84,10,1021,25.875,25,15,9,113,116,116,0,5,15.8,météo favorable,21:39:00,05:57:00,8
2022-05-23,18,11,26,15,16,18,2.2,98,9,1007,77,18,16,13,353,353,116,0,4,12.8,météo défavorable,21:41:00,05:56:00,14
2022-05-24,17,8,26,8,16,17,0.9,96,8.875,1012,66.5,17,10,5,116,176,176,0,3,12.8,météo défavorable,21:42:00,05:55:00,9
2022-05-25,19,6,26,7,18,17,0,95,9,1019,34.625,19,11,5,143,116,119,0,5,15.6,météo favorable,21:43:00,05:54:00,6
2022-05-26,21,9,20,9,20,19,0,97,8.75,1024,39.75,21,14,7,248,116,113,0,4,15.9,météo favorable,21:44:00,05:53:00,10
2022-05-27,21,9,21,13,21,18,0.1,96,10,1027,38,21,12,11,122,113,113,0,5,15.6,météo favorable,21:46:00,05:52:00,10
2022-05-28,17,7,18,7,17,15,0,92,10,1027,30.5,17,8,6,113,119,116,0,4,16,météo correcte,21:47:00,05:51:00,7
2022-05-29,14,4,17,6,13,13,0.1,89,10,1022,55.5,14,6,4,116,176,116,0,4,14.7,météo correcte,21:48:00,05:50:00,4
2022-05-30,17,3,9,4,15,16,0,89,10,1016,23.5,17,6,3,113,116,116,0,4,16,météo correcte,21:49:00,05:49:00,3
2022-05-31,18,7,17,8,18,17,0,77,10,1018,26.25,18,9,8,113,113,113,0,5,16,météo favorable,21:50:00,05:48:00,7
2022-06-01,20,7,14,8,17,20,0,95,8,1021,17.5,20,10,6,143,116,113,0,5,16,météo favorable,21:51:00,05:47:00,7
2022-06-02,22,7,15,7,20,22,0,89,10,1021,12.125,25,13,6,113,113,113,0,5,16.1,météo favorable,21:52:00,05:47:00,7
2022-06-03,24,9,10,10,22,24,0,79,10,1019,11.25,25,14,9,113,113,113,0,5,16.1,météo favorable,21:53:00,05:46:00,9
2022-06-04,26,13,17,13,23,23,1.8,95,9.875,1018,70.125,27,20,12,176,176,353,0,5,13,météo défavorable,21:54:00,05:46:00,14
2022-06-05,24,14,21,16,24,21,3,96,9.625,1016,69.125,25,18,16,176,386,176,0,5,13.9,météo défavorable,21:55:00,05:45:00,16
2022-06-06,19,10,22,10,19,19,0.5,90,9.875,1018,51.375,19,12,9,116,122,176,0,5,15.6,météo correcte,21:55:00,05:44:00,12
2022-06-07,22,13,18,13,19,20,1.5,96,8.75,1016,85.75,25,16,13,266,353,176,0,4,12.1,météo défavorable,21:56:00,05:44:00,13
2022-06-08,21,11,33,13,18,21,1.7,97,9.875,1014,80.625,21,15,11,122,353,176,0,4,13,météo défavorable,21:57:00,05:44:00,11
2022-06-09,19,10,27,11,18,19,0.6,92,10,1020,40.5,19,12,9,116,353,113,0,5,16.2,météo correcte,21:58:00,05:43:00,10
2022-06-10,21,12,18,14,21,21,0,79,10,1023,66.625,24,15,13,116,119,116,0,4,14.8,météo défavorable,21:58:00,05:43:00,12
2022-06-11,22,12,13,15,20,22,0,91,10,1025,44.625,25,15,15,119,116,113,0,5,13.9,météo favorable,21:59:00,05:43:00,14
2022-06-12,22,9,18,10,21,19,0,92,10,1026,8.625,24,12,9,113,113,113,0,5,16.6,météo favorable,22:00:00,05:42:00,9
2022-06-13,21,9,12,10,20,20,0,94,8,1026,10.125,21,10,8,113,113,116,0,4,16.6,météo favorable,22:00:00,05:42:00,9
2022-06-14,26,8,11,9,23,22,0,81,10,1024,8.75,26,13,8,113,113,113,0,5,16.6,météo favorable,22:01:00,05:42:00,8
2022-06-15,29,11,10,12,24,27,0,82,10,1019,9.875,30,15,11,113,113,113,0,6,16.6,météo favorable,22:01:00,05:42:00,11
2022-06-16,27,12,9,13,24,27,0,80,10,1023,14.125,28,16,13,113,113,113,0,6,16.6,météo favorable,22:02:00,05:42:00,12
2022-06-17,34,15,18,16,31,32,0,77,10,1023,5,35,20,16,113,113,113,0,7,16.6,météo favorable,22:02:00,05:42:00,15
2022-06-18,36,18,10,19,33,34,0,68,10,1021,5.25,39,20,19,113,113,113,0,7,16.6,météo favorable,22:02:00,05:42:00,18
2022-06-19,25,14,25,14,21,25,0.8,84,9.75,1014,65.25,26,16,12,119,176,176,0,6,13.3,météo défavorable,22:03:00,05:42:00,15
2022-06-20,24,11,19,12,21,24,0,78,10,1019,16.5,25,10,10,116,113,113,0,5,16.6,météo favorable,22:03:00,05:42:00,11
2022-06-21,27,9,12,10,23,27,0,83,10,1018,9.5,27,14,9,113,113,113,0,6,16.6,météo favorable,22:03:00,05:42:00,9
2022-06-22,30,13,17,13,26,28,0,72,10,1011,15.875,30,14,13,113,113,113,0,6,16.6,météo favorable,22:03:00,05:42:00,13
2022-06-23,29,15,14,16,28,25,0.5,61,9.75,1012,33.5,29,17,16,113,113,200,0,6,16.6,météo favorable,22:04:00,05:43:00,15
2022-06-24,23,15,20,15,21,22,1.7,93,9.625,1009,76.125,25,16,15,119,353,176,0,4,12.5,météo défavorable,22:04:00,05:43:00,15
2022-06-25,17,13,17,15,16,15,0.8,91,8.375,1012,79.25,17,15,14,122,176,263,0,4,13.3,météo défavorable,22:04:00,05:43:00,13
2022-06-26,21,9,17,9,20,21,0,92,10,1016,27,24,10,8,113,116,116,0,5,16.6,météo favorable,22:04:00,05:44:00,10
2022-06-27,23,11,19,12,22,21,0.3,87,10,1022,37.625,24,12,12,116,176,113,0,5,15.8,météo favorable,22:04:00,05:44:00,11
2022-06-28,26,9,16,10,24,26,0,85,10,1022,14,26,10,10,113,113,113,0,6,16.6,météo favorable,22:03:00,05:45:00,9
2022-06-29,26,13,14,13,23,24,0,70,10,1016,12.375,26,13,12,113,113,116,0,6,16.6,météo favorable,22:03:00,05:45:00,13
